Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
RNA-HELA-R2.0-raw.fastq	(1, 31.448011530948943)	(2, 31.657929866799517)	(3, 31.731962256526796)	(4, 31.778177928621144)	(5, 31.755590239432216)	(6, 35.526229726409646)	(7, 35.52736852841979)	(8, 35.4908132403706)	(9, 35.490521676460915)	(10, 35.49247051227606)	(12, 35.485820178064934)	(14, 35.47786977264283)	(16, 35.48258750950349)	(18, 35.48694667981749)	(20, 35.4853274089546)	(22, 35.42760071418286)	(24, 35.38127956794879)	(26, 35.352559384634425)	(28, 35.338247416502)	(30, 35.320902975795775)	(32, 35.34674571075752)	(34, 35.29587324157346)	(36, 35.2646621536584)	(38, 35.24561309150486)	(40, 35.15258809484702)	(42, 34.910625076326475)	(44, 34.687589847463)	(46, 34.937034260535)	(48, 34.8324186347825)	(50, 34.73845820391442)	(52, 34.79997475146385)	(54, 34.34739637237859)	(56, 34.438981654617294)	(58, 34.1345488679066)	(60, 34.361343938740376)	(62, 34.34049129914987)	(64, 34.37083128449184)	(66, 34.577879099895526)	(68, 34.59546554684191)	(70, 34.58560205299115)	(72, 34.53598619056682)	(74, 33.982965152452095)	(76, 33.73304613610362)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.444707755449866)	(2, 31.66334199140538)	(3, 31.729663815429152)	(4, 31.775564118305162)	(5, 31.752276313198845)	(6, 35.53367182527322)	(7, 35.53169449648714)	(8, 35.48118689386798)	(9, 35.48316245591713)	(10, 35.492453996000805)	(12, 35.48650168420962)	(14, 35.48430440463433)	(16, 35.48069843089886)	(18, 35.48816626076814)	(20, 35.48200643697071)	(22, 35.4420252678397)	(24, 35.396952776713576)	(26, 35.364492917056154)	(28, 35.35160713373355)	(30, 35.330343684366525)	(32, 35.35515576106354)	(34, 35.314499221898586)	(36, 35.28573929494441)	(38, 35.27414772033092)	(40, 35.2676919366712)	(42, 35.12245992343294)	(44, 35.068040022588505)	(46, 35.30972139876416)	(48, 35.31227810381136)	(50, 35.33319229254356)	(52, 35.281844218816396)	(54, 35.21199937970259)	(56, 35.17833512897418)	(58, 35.14984207000605)	(60, 35.15595480872118)	(62, 35.11798746400781)	(64, 35.153162310042994)	(66, 35.14352361943477)	(68, 35.16687431025366)	(70, 35.17029075555429)	(72, 35.17862785836607)	(74, 35.26768784770199)	(76, 35.087682661433696)
RNA-HELA-R3.0-raw.fastq	(1, 31.45410815427875)	(2, 31.659482241840543)	(3, 31.72822260836804)	(4, 31.774984221131273)	(5, 31.761884767163757)	(6, 35.53642470053893)	(7, 35.54050338038972)	(8, 35.49178662568122)	(9, 35.49612168464034)	(10, 35.50396380440482)	(12, 35.4975604885977)	(14, 35.487220715490636)	(16, 35.49267319857549)	(18, 35.49554553219608)	(20, 35.490593806291535)	(22, 35.451331029369086)	(24, 35.410646335033135)	(26, 35.37330169930567)	(28, 35.35747490712401)	(30, 35.33896735776791)	(32, 35.36196726328542)	(34, 35.325579959619006)	(36, 35.2890739293183)	(38, 35.292116617503495)	(40, 35.26501324515359)	(42, 35.120420893070765)	(44, 35.19512042702563)	(46, 35.25458139563544)	(48, 35.23089142319087)	(50, 35.22829415244368)	(52, 35.126700339990236)	(54, 34.98670569057455)	(56, 34.90937906667148)	(58, 34.86592366607307)	(60, 34.88815719978557)	(62, 34.81935057814773)	(64, 34.84260720754662)	(66, 34.781519944460726)	(68, 34.7739477379807)	(70, 34.78839240102593)	(72, 34.77383648631955)	(74, 34.555284688643525)	(76, 34.09081596484078)
RNA-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.456548631437727)	(2, 31.661871754290246)	(3, 31.727506304186026)	(4, 31.774236753393346)	(5, 31.761093701285173)	(6, 35.53939586374277)	(7, 35.54246471784343)	(8, 35.48877714825828)	(9, 35.49408124422134)	(10, 35.50463465702272)	(12, 35.4984244867416)	(14, 35.49009123569504)	(16, 35.49284344482639)	(18, 35.496302092113595)	(20, 35.48993079886296)	(22, 35.4562735574475)	(24, 35.416598584928046)	(26, 35.37738430149166)	(28, 35.36159768116572)	(30, 35.34229221193811)	(32, 35.363053222944785)	(34, 35.33025802850386)	(36, 35.29329217931081)	(38, 35.307604537607844)	(40, 35.3215887976749)	(42, 35.21456233555297)	(44, 35.19261018887303)	(46, 35.341285565853724)	(48, 35.34373337204609)	(50, 35.36995851646523)	(52, 35.316256078953955)	(54, 35.24014560930456)	(56, 35.21082667193819)	(58, 35.16706686939894)	(60, 35.16797736701618)	(62, 35.093321749903694)	(64, 35.158932995907534)	(66, 35.148990194720646)	(68, 35.18118550220272)	(70, 35.18940080730894)	(72, 35.20248629838083)	(74, 35.30473787058895)	(76, 35.097873256145974)
RNA-RRNA-KO-R1.0-raw.fastq	(1, 31.471021744089704)	(2, 31.65781732627652)	(3, 31.731665824216506)	(4, 31.778615122356314)	(5, 31.766046526555943)	(6, 35.548229256887325)	(7, 35.55459460541753)	(8, 35.51876362269515)	(9, 35.51854615401832)	(10, 35.524099388863576)	(12, 35.516965133849986)	(14, 35.501148004687764)	(16, 35.51396537822489)	(18, 35.51358565977964)	(20, 35.51252061012343)	(22, 35.462983282726626)	(24, 35.4253814249812)	(26, 35.39929548325403)	(28, 35.38023840800838)	(30, 35.36021312803908)	(32, 35.37812737018275)	(34, 35.345026783834996)	(36, 35.288376630309656)	(38, 35.29948048799992)	(40, 35.23455229415826)	(42, 35.01142444359459)	(44, 35.06623984602372)	(46, 35.22634035754073)	(48, 35.18790081646236)	(50, 35.19553396352484)	(52, 35.113879192699386)	(54, 34.88575605325818)	(56, 34.85741575438699)	(58, 34.72593873847796)	(60, 34.828270994380105)	(62, 34.77718641936679)	(64, 34.86485817301606)	(66, 34.864879794088424)	(68, 34.88922720067529)	(70, 34.89034974054451)	(72, 34.832822811040266)	(74, 34.3601374237106)	(76, 34.13467448859699)
RNA-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.470912599525395)	(2, 31.6635755258354)	(3, 31.72964570995604)	(4, 31.77637145102267)	(5, 31.763804034482824)	(6, 35.55652489860379)	(7, 35.56029336754123)	(8, 35.51144422989866)	(9, 35.51398483810306)	(10, 35.52678504703699)	(12, 35.52028714226935)	(14, 35.51043996900965)	(16, 35.515404651745605)	(18, 35.51604691129677)	(20, 35.51136662021389)	(22, 35.47998582056029)	(24, 35.44355054812802)	(26, 35.41377007703797)	(28, 35.39568818444974)	(30, 35.37184788484008)	(32, 35.395164325875086)	(34, 35.36357122990769)	(36, 35.30238043699571)	(38, 35.342736162717244)	(40, 35.357862677096016)	(42, 35.256730391153255)	(44, 35.25541017028753)	(46, 35.37906888590538)	(48, 35.3853388795434)	(50, 35.40975971488962)	(52, 35.34912755404279)	(54, 35.275696290184435)	(56, 35.246236141242406)	(58, 35.1913313754806)	(60, 35.17448662475317)	(62, 35.07528003142945)	(64, 35.18147901600764)	(66, 35.16475749241917)	(68, 35.20854640783291)	(70, 35.211041798826066)	(72, 35.2328986027955)	(74, 35.35037273987194)	(76, 35.13168803551988)
RNA-RRNA-KO-R2.0-raw.fastq	(1, 31.43096366485394)	(2, 31.64898664899815)	(3, 31.723638734551518)	(4, 31.766859539229216)	(5, 31.760461648965382)	(6, 35.533731022401525)	(7, 35.53556296768156)	(8, 35.484919092483146)	(9, 35.487505668867364)	(10, 35.49904069984625)	(12, 35.495306063132176)	(14, 35.48145326002472)	(16, 35.49126735558151)	(18, 35.49011203713534)	(20, 35.48783366035816)	(22, 35.455318552662796)	(24, 35.42356998724669)	(26, 35.387295576710585)	(28, 35.368872683464865)	(30, 35.34791333252069)	(32, 35.37333550749142)	(34, 35.335686789835094)	(36, 35.28549141871106)	(38, 35.30746198254382)	(40, 35.30578824126175)	(42, 35.20308052970159)	(44, 35.18313621731227)	(46, 35.249075704283044)	(48, 35.22082932744296)	(50, 35.19811444624013)	(52, 35.08616956106582)	(54, 34.95454290906612)	(56, 34.894758296534846)	(58, 34.86978912304916)	(60, 34.88970794191934)	(62, 34.79995345302835)	(64, 34.853797608655476)	(66, 34.79041480544316)	(68, 34.792164879826565)	(70, 34.82226530397581)	(72, 34.81386098692032)	(74, 34.63861929000877)	(76, 34.08344346664674)
RNA-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.432011811283243)	(2, 31.650674380606922)	(3, 31.7231972122582)	(4, 31.766287660120202)	(5, 31.75991280749649)	(6, 35.53577673405178)	(7, 35.53697210178306)	(8, 35.482962189783485)	(9, 35.486193418182104)	(10, 35.49958791566884)	(12, 35.49594379086859)	(14, 35.4833510140962)	(16, 35.49154885720057)	(18, 35.490677157556476)	(20, 35.48736656998554)	(22, 35.458445069672415)	(24, 35.42722125014072)	(26, 35.38971934695414)	(28, 35.37127517155362)	(30, 35.349848977260265)	(32, 35.37562675850046)	(34, 35.339778554452934)	(36, 35.289083774056124)	(38, 35.30451366759049)	(40, 35.30464237335882)	(42, 35.191580105342275)	(44, 35.16802884209804)	(46, 35.34005917732505)	(48, 35.34863079968147)	(50, 35.36675928758663)	(52, 35.30281481278023)	(54, 35.2288941101938)	(56, 35.202017262160076)	(58, 35.14571147175384)	(60, 35.140643767328484)	(62, 35.06551309232692)	(64, 35.15316790281672)	(66, 35.13528665648097)	(68, 35.17508370228606)	(70, 35.1773752962077)	(72, 35.19838325750338)	(74, 35.32467655402878)	(76, 35.10129257986463)
RNA-RRNA-KO-R3.0-raw.fastq	(1, 31.470236729071406)	(2, 31.667906773097123)	(3, 31.73994814767345)	(4, 31.779532850646778)	(5, 31.778370273261903)	(6, 35.5539530326858)	(7, 35.560093745992596)	(8, 35.51906310243259)	(9, 35.51520459921954)	(10, 35.52714723721219)	(12, 35.52260378603812)	(14, 35.502025386599335)	(16, 35.51570842711379)	(18, 35.513183665763)	(20, 35.51237388477778)	(22, 35.47130553452967)	(24, 35.44510842907931)	(26, 35.41174617420435)	(28, 35.39226346116822)	(30, 35.375167496179685)	(32, 35.3930728156072)	(34, 35.35602215563096)	(36, 35.297042574024374)	(38, 35.32527242826226)	(40, 35.305771160464445)	(42, 35.10077416949228)	(44, 35.21961318670789)	(46, 35.29371470287164)	(48, 35.26362824638376)	(50, 35.24522077112327)	(52, 35.131606783327406)	(54, 35.008976947256976)	(56, 34.97110852988072)	(58, 34.93778899787771)	(60, 34.94342036378184)	(62, 34.878463709070076)	(64, 34.95283569820809)	(66, 34.89001784021141)	(68, 34.91004449355072)	(70, 34.90041877798527)	(72, 34.84486821870807)	(74, 34.51483718934551)	(76, 34.299401408885664)
RNA-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.47174129872947)	(2, 31.672403122359423)	(3, 31.73844120845426)	(4, 31.777786564532466)	(5, 31.77689543313643)	(6, 35.56027856885593)	(7, 35.56439743823513)	(8, 35.51314629290347)	(9, 35.51100193170444)	(10, 35.528633092486835)	(12, 35.52469601518592)	(14, 35.50806189852234)	(16, 35.51641320868908)	(18, 35.51495732440691)	(20, 35.51127652122764)	(22, 35.48531341808604)	(24, 35.459176216926664)	(26, 35.42490925032488)	(28, 35.406999078145425)	(30, 35.38574501541304)	(32, 35.40911404995384)	(34, 35.37561747038177)	(36, 35.31354209710871)	(38, 35.34419527747099)	(40, 35.34947271465447)	(42, 35.245571542946)	(44, 35.23660536432746)	(46, 35.3869112441935)	(48, 35.39345649228662)	(50, 35.410287676399754)	(52, 35.34080377116876)	(54, 35.2715008507397)	(56, 35.249209908478356)	(58, 35.187065126618364)	(60, 35.1636755974053)	(62, 35.07235388295955)	(64, 35.19059628755724)	(66, 35.16191249853422)	(68, 35.21669906338056)	(70, 35.204070752207954)	(72, 35.22525130856677)	(74, 35.35597721210142)	(76, 35.13152109430094)
