Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
RNA-HELA-R2.0-raw.fastq	(1, 31.448011530948943)	(2, 31.657929866799517)	(3, 31.731962256526796)	(4, 31.778177928621144)	(5, 31.755590239432216)	(6, 35.526229726409646)	(7, 35.52736852841979)	(8, 35.4908132403706)	(9, 35.490521676460915)	(10, 35.49247051227606)	(12, 35.485820178064934)	(14, 35.47786977264283)	(16, 35.48258750950349)	(18, 35.48694667981749)	(20, 35.4853274089546)	(22, 35.42760071418286)	(24, 35.38127956794879)	(26, 35.352559384634425)	(28, 35.338247416502)	(30, 35.320902975795775)	(32, 35.34674571075752)	(34, 35.29587324157346)	(36, 35.2646621536584)	(38, 35.24561309150486)	(40, 35.15258809484702)	(42, 34.910625076326475)	(44, 34.687589847463)	(46, 34.937034260535)	(48, 34.8324186347825)	(50, 34.73845820391442)	(52, 34.79997475146385)	(54, 34.34739637237859)	(56, 34.438981654617294)	(58, 34.1345488679066)	(60, 34.361343938740376)	(62, 34.34049129914987)	(64, 34.37083128449184)	(66, 34.577879099895526)	(68, 34.59546554684191)	(70, 34.58560205299115)	(72, 34.53598619056682)	(74, 33.982965152452095)	(76, 33.73304613610362)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.448011530948943)	(2, 31.657929866799517)	(3, 31.731962256526796)	(4, 31.778177928621144)	(5, 31.755590239432216)	(6, 35.526229726409646)	(7, 35.52736852841979)	(8, 35.4908132403706)	(9, 35.490521676460915)	(10, 35.49247051227606)	(12, 35.485820178064934)	(14, 35.47786977264283)	(16, 35.48258750950349)	(18, 35.48694667981749)	(20, 35.485337315271806)	(22, 35.42796125288954)	(24, 35.381357818753564)	(26, 35.35274424477063)	(28, 35.339571751014724)	(30, 35.324234305159024)	(32, 35.35234096642239)	(34, 35.30415210253656)	(36, 35.28067269792993)	(38, 35.278948288735734)	(40, 35.21900152252576)	(42, 35.043702696127596)	(44, 34.89259210438712)	(46, 35.17545051398609)	(48, 35.1094046372949)	(50, 35.065022919519166)	(52, 35.15907578087514)	(54, 34.77773496436626)	(56, 34.8917550537421)	(58, 34.63782728326173)	(60, 34.890377946205874)	(62, 34.88600536242778)	(64, 34.94797594262846)	(66, 35.14132175782197)	(68, 35.17549193713829)	(70, 35.235875444285256)	(72, 35.290207167349976)	(74, 35.21962081352601)	(76, 35.239381751695966)
RNA-HELA-R3.0-raw.fastq	(1, 31.45410815427875)	(2, 31.659482241840543)	(3, 31.72822260836804)	(4, 31.774984221131273)	(5, 31.761884767163757)	(6, 35.53642470053893)	(7, 35.54050338038972)	(8, 35.49178662568122)	(9, 35.49612168464034)	(10, 35.50396380440482)	(12, 35.4975604885977)	(14, 35.487220715490636)	(16, 35.49267319857549)	(18, 35.49554553219608)	(20, 35.490593806291535)	(22, 35.451331029369086)	(24, 35.410646335033135)	(26, 35.37330169930567)	(28, 35.35747490712401)	(30, 35.33896735776791)	(32, 35.36196726328542)	(34, 35.325579959619006)	(36, 35.2890739293183)	(38, 35.292116617503495)	(40, 35.26501324515359)	(42, 35.120420893070765)	(44, 35.19512042702563)	(46, 35.25458139563544)	(48, 35.23089142319087)	(50, 35.22829415244368)	(52, 35.126700339990236)	(54, 34.98670569057455)	(56, 34.90937906667148)	(58, 34.86592366607307)	(60, 34.88815719978557)	(62, 34.81935057814773)	(64, 34.84260720754662)	(66, 34.781519944460726)	(68, 34.7739477379807)	(70, 34.78839240102593)	(72, 34.77383648631955)	(74, 34.555284688643525)	(76, 34.09081596484078)
RNA-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.45410815427875)	(2, 31.659482241840543)	(3, 31.72822260836804)	(4, 31.774984221131273)	(5, 31.761884767163757)	(6, 35.53642470053893)	(7, 35.54050338038972)	(8, 35.49178662568122)	(9, 35.49612168464034)	(10, 35.50396380440482)	(12, 35.4975604885977)	(14, 35.487220715490636)	(16, 35.49267319857549)	(18, 35.49554553219608)	(20, 35.490605841538255)	(22, 35.451676441772776)	(24, 35.41072138053419)	(26, 35.37347075220069)	(28, 35.35846251057524)	(30, 35.341327107748924)	(32, 35.36597417523956)	(34, 35.330936422795915)	(36, 35.29776120667201)	(38, 35.30786060186653)	(40, 35.2908936303317)	(42, 35.16530085824169)	(44, 35.26252597837751)	(46, 35.34372713397819)	(48, 35.343051791178965)	(50, 35.364182706641095)	(52, 35.28776953755563)	(54, 35.17466070549113)	(56, 35.126536878845016)	(58, 35.1028643971474)	(60, 35.14697555177258)	(62, 35.10483382711516)	(64, 35.15012706407025)	(66, 35.12022236744792)	(68, 35.14460200494496)	(70, 35.209044692007694)	(72, 35.28144793890378)	(74, 35.34513815129587)	(76, 35.262449766634454)
RNA-RRNA-KO-R1.0-raw.fastq	(1, 31.471021744089704)	(2, 31.65781732627652)	(3, 31.731665824216506)	(4, 31.778615122356314)	(5, 31.766046526555943)	(6, 35.548229256887325)	(7, 35.55459460541753)	(8, 35.51876362269515)	(9, 35.51854615401832)	(10, 35.524099388863576)	(12, 35.516965133849986)	(14, 35.501148004687764)	(16, 35.51396537822489)	(18, 35.51358565977964)	(20, 35.51252061012343)	(22, 35.462983282726626)	(24, 35.4253814249812)	(26, 35.39929548325403)	(28, 35.38023840800838)	(30, 35.36021312803908)	(32, 35.37812737018275)	(34, 35.345026783834996)	(36, 35.288376630309656)	(38, 35.29948048799992)	(40, 35.23455229415826)	(42, 35.01142444359459)	(44, 35.06623984602372)	(46, 35.22634035754073)	(48, 35.18790081646236)	(50, 35.19553396352484)	(52, 35.113879192699386)	(54, 34.88575605325818)	(56, 34.85741575438699)	(58, 34.72593873847796)	(60, 34.828270994380105)	(62, 34.77718641936679)	(64, 34.86485817301606)	(66, 34.864879794088424)	(68, 34.88922720067529)	(70, 34.89034974054451)	(72, 34.832822811040266)	(74, 34.3601374237106)	(76, 34.13467448859699)
RNA-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.471021744089704)	(2, 31.65781732627652)	(3, 31.731665824216506)	(4, 31.778615122356314)	(5, 31.766046526555943)	(6, 35.548229256887325)	(7, 35.55459460541753)	(8, 35.51876362269515)	(9, 35.51854615401832)	(10, 35.524099388863576)	(12, 35.516965133849986)	(14, 35.501148004687764)	(16, 35.51396537822489)	(18, 35.51358565977964)	(20, 35.512534366151996)	(22, 35.46333339353947)	(24, 35.42545487515724)	(26, 35.399466346387285)	(28, 35.381265322896496)	(30, 35.36261530256613)	(32, 35.38274246501497)	(34, 35.352574790379975)	(36, 35.29946431942033)	(38, 35.316652292933696)	(40, 35.26146872800582)	(42, 35.056404868085)	(44, 35.126861926478554)	(46, 35.30168561063577)	(48, 35.27692157091131)	(50, 35.30249700458199)	(52, 35.243211130381155)	(54, 35.04018048820805)	(56, 35.032624785981795)	(58, 34.91866445122263)	(60, 35.03875169120833)	(62, 35.00637307371564)	(64, 35.10674079520621)	(66, 35.12364671807471)	(68, 35.1662726503389)	(70, 35.22923559284552)	(72, 35.28331510737184)	(74, 35.224416439175144)	(76, 35.2598537266277)
RNA-RRNA-KO-R2.0-raw.fastq	(1, 31.43096366485394)	(2, 31.64898664899815)	(3, 31.723638734551518)	(4, 31.766859539229216)	(5, 31.760461648965382)	(6, 35.533731022401525)	(7, 35.53556296768156)	(8, 35.484919092483146)	(9, 35.487505668867364)	(10, 35.49904069984625)	(12, 35.495306063132176)	(14, 35.48145326002472)	(16, 35.49126735558151)	(18, 35.49011203713534)	(20, 35.48783366035816)	(22, 35.455318552662796)	(24, 35.42356998724669)	(26, 35.387295576710585)	(28, 35.368872683464865)	(30, 35.34791333252069)	(32, 35.37333550749142)	(34, 35.335686789835094)	(36, 35.28549141871106)	(38, 35.30746198254382)	(40, 35.30578824126175)	(42, 35.20308052970159)	(44, 35.18313621731227)	(46, 35.249075704283044)	(48, 35.22082932744296)	(50, 35.19811444624013)	(52, 35.08616956106582)	(54, 34.95454290906612)	(56, 34.894758296534846)	(58, 34.86978912304916)	(60, 34.88970794191934)	(62, 34.79995345302835)	(64, 34.853797608655476)	(66, 34.79041480544316)	(68, 34.792164879826565)	(70, 34.82226530397581)	(72, 34.81386098692032)	(74, 34.63861929000877)	(76, 34.08344346664674)
RNA-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.43096366485394)	(2, 31.64898664899815)	(3, 31.723638734551518)	(4, 31.766859539229216)	(5, 31.760461648965382)	(6, 35.533731022401525)	(7, 35.53556296768156)	(8, 35.484919092483146)	(9, 35.487505668867364)	(10, 35.49904069984625)	(12, 35.495306063132176)	(14, 35.48145326002472)	(16, 35.49126735558151)	(18, 35.49011203713534)	(20, 35.487849293996575)	(22, 35.45567318302023)	(24, 35.423639035154494)	(26, 35.387458961158195)	(28, 35.36989438931115)	(30, 35.35034398053781)	(32, 35.377408941625696)	(34, 35.34134511294533)	(36, 35.29553024982651)	(38, 35.32768082802845)	(40, 35.34281988828192)	(42, 35.26362975282302)	(44, 35.264849886096385)	(46, 35.349558564172696)	(48, 35.34103542685026)	(50, 35.339330060839636)	(52, 35.249517004123355)	(54, 35.14226798023549)	(56, 35.11020226408368)	(58, 35.10525416033333)	(60, 35.14432099111637)	(62, 35.07702350288933)	(64, 35.151175890262955)	(66, 35.11634102807261)	(68, 35.14886762203277)	(70, 35.22453162594374)	(72, 35.29362689392936)	(74, 35.376470364086586)	(76, 35.21480765443295)
RNA-RRNA-KO-R3.0-raw.fastq	(1, 31.470236729071406)	(2, 31.667906773097123)	(3, 31.73994814767345)	(4, 31.779532850646778)	(5, 31.778370273261903)	(6, 35.5539530326858)	(7, 35.560093745992596)	(8, 35.51906310243259)	(9, 35.51520459921954)	(10, 35.52714723721219)	(12, 35.52260378603812)	(14, 35.502025386599335)	(16, 35.51570842711379)	(18, 35.513183665763)	(20, 35.51237388477778)	(22, 35.47130553452967)	(24, 35.44510842907931)	(26, 35.41174617420435)	(28, 35.39226346116822)	(30, 35.375167496179685)	(32, 35.3930728156072)	(34, 35.35602215563096)	(36, 35.297042574024374)	(38, 35.32527242826226)	(40, 35.305771160464445)	(42, 35.10077416949228)	(44, 35.21961318670789)	(46, 35.29371470287164)	(48, 35.26362824638376)	(50, 35.24522077112327)	(52, 35.131606783327406)	(54, 35.008976947256976)	(56, 34.97110852988072)	(58, 34.93778899787771)	(60, 34.94342036378184)	(62, 34.878463709070076)	(64, 34.95283569820809)	(66, 34.89001784021141)	(68, 34.91004449355072)	(70, 34.90041877798527)	(72, 34.84486821870807)	(74, 34.51483718934551)	(76, 34.299401408885664)
RNA-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz	(1, 31.470236729071406)	(2, 31.667906773097123)	(3, 31.73994814767345)	(4, 31.779532850646778)	(5, 31.778370273261903)	(6, 35.5539530326858)	(7, 35.560093745992596)	(8, 35.51906310243259)	(9, 35.51520459921954)	(10, 35.52714723721219)	(12, 35.52260378603812)	(14, 35.502025386599335)	(16, 35.51570842711379)	(18, 35.513183665763)	(20, 35.51238703347542)	(22, 35.47165786451493)	(24, 35.44518695341867)	(26, 35.411921180985715)	(28, 35.39329948717479)	(30, 35.37760714290086)	(32, 35.39715016914862)	(34, 35.362654326999845)	(36, 35.30817236299298)	(38, 35.34466480661873)	(40, 35.33819287177984)	(42, 35.15091442834101)	(44, 35.28452418624201)	(46, 35.37086851173754)	(48, 35.35449480705482)	(50, 35.35340615249366)	(52, 35.26070290780902)	(54, 35.15764023183408)	(56, 35.141440365937385)	(58, 35.121068097427724)	(60, 35.14466822886843)	(62, 35.098349883819566)	(64, 35.18739296415584)	(66, 35.14793798251871)	(68, 35.18910054340677)	(70, 35.236236103737085)	(72, 35.28121852688751)	(74, 35.27992134843531)	(76, 35.308773709442505)
